SimID, TxID, Size, Value, ArrivalTime
21,1,307.0,3143.1326,202
21,2,304.0,3871.5767,414
21,3,282.0,3330.3374,654
21,4,274.0,4201.293,831
21,5,15.0,3733.1675,1025
21,6,12.0,4029.9683,1044
21,7,115.0,3956.1238,1149
21,8,249.0,4143.0483,1220
21,9,327.0,3275.9097,1319
21,10,342.0,3567.7173,1345
21,11,392.0,3228.1606,1349
21,12,258.0,2864.043,1552
21,13,358.0,4275.6255,1620
21,14,281.0,2414.587,1876
21,15,91.0,4291.7876,1989
21,16,228.0,4029.5793,2080
21,17,376.0,3808.0967,2338
21,18,336.0,3259.9192,2348
21,19,105.0,2713.455,2656
21,20,200.0,3197.4707,3051
21,21,323.0,3539.4202,3197
21,22,492.0,4630.235,3240
21,23,354.0,3825.4187,3459
21,24,102.0,3524.6023,4032
21,25,282.0,3651.7654,4057
21,26,281.0,3462.8286,4311
21,27,340.0,3404.0789,4444
21,28,374.0,3544.617,4502
21,29,116.0,3761.172,4961
21,30,240.0,3150.101,5118
21,31,347.0,4343.4907,5381
21,32,116.0,2793.1743,5555
21,33,278.0,3202.8706,5772
21,34,135.0,3212.1514,5921
21,35,472.0,3776.087,5937
21,36,293.0,3981.5146,5939
21,37,282.0,3552.192,6017
21,38,263.0,3504.796,6109
21,39,340.0,3340.085,6122
21,40,149.0,4024.2136,6276
21,41,107.0,3962.7349,6465
21,42,376.0,3503.7734,6666
21,43,193.0,3684.661,7170
21,44,136.0,3753.1948,7275
21,45,417.0,3986.8015,7745
21,46,127.0,3202.3518,7794
21,47,474.0,3692.4238,8436
21,48,135.0,3142.3337,8443
21,49,254.0,3623.6782,8573
21,50,272.0,3424.181,8633
21,51,336.0,3916.4783,8708
21,52,275.0,3773.7043,8712
21,53,237.0,3702.1885,8831
21,54,183.0,3106.3313,8833
21,55,257.0,3695.5215,8851
21,56,328.0,3709.815,8938
21,57,154.0,3536.938,9013
21,58,440.0,4319.9897,9075
21,59,289.0,4284.861,9176
21,60,171.0,3533.3613,9176
21,61,244.0,3965.4197,9236
21,62,307.0,4323.352,9343
21,63,268.0,3604.6445,9405
21,64,423.0,3961.378,9747
21,65,98.0,3670.607,9995
21,66,167.0,3929.3867,10051
21,67,223.0,3505.693,10091
21,68,147.0,3827.9468,10153
21,69,213.0,3948.6277,10450
21,70,179.0,4031.171,10820
21,71,441.0,3805.4622,11240
21,72,298.0,3532.7869,11304
21,73,160.0,3667.3442,11359
21,74,93.0,3547.603,11371
21,75,168.0,3944.8093,11743
21,76,164.0,3950.0962,11749
21,77,117.0,2954.143,12111
21,78,231.0,3176.5781,12270
21,79,345.0,3566.4685,12446
21,80,92.0,2842.8577,12798
21,81,237.0,3939.792,12834
21,82,357.0,3733.253,12887
21,83,147.0,4059.5378,12977
21,84,298.0,3750.7886,13134
21,85,145.0,3800.7246,13637
21,86,270.0,3775.254,13703
21,87,60.0,3710.7327,13752
21,88,32.0,3403.4175,13926
21,89,379.0,3703.0334,14129
21,90,69.0,3434.1348,14196
21,91,453.0,4030.782,14416
21,92,154.0,3477.1853,14551
21,93,349.0,3482.3088,14551
21,94,407.0,3688.3232,14869
21,95,40.0,3728.6768,14915
21,96,395.0,4303.395,14981
21,97,259.0,3544.515,15089
21,98,159.0,2461.309,15133
21,99,284.0,3476.4487,15169
21,100,322.0,3341.5303,15454
21,101,311.0,3843.493,15499
21,102,326.0,4167.774,15727
21,103,389.0,3108.2673,15896
21,104,335.0,3002.2114,16184
21,105,363.0,3683.635,16531
21,106,213.0,3572.662,16572
21,107,222.0,3579.8066,16648
21,108,102.0,3623.1702,16919
21,109,144.0,3822.0527,16960
21,110,237.0,4225.861,16988
21,111,287.0,3487.7986,17043
21,112,248.0,3780.7705,17329
21,113,303.0,3733.6145,17374
21,114,373.0,2689.5073,17830
21,115,269.0,3738.1714,18039
21,116,350.0,4070.7551,18072
21,117,353.0,3530.3835,18135
21,118,326.0,3789.9817,18354
21,119,169.0,3244.7615,18409
21,120,233.0,3814.3494,18505
21,121,204.0,3518.3665,18526
21,122,96.0,3653.9043,18721
21,123,119.0,3194.7502,19398
21,124,297.0,3822.0034,19577
21,125,110.0,2886.973,19581
21,126,107.0,3543.0803,19921
21,127,548.0,3521.3384,20280
21,128,142.0,3209.7566,20301
21,129,330.0,2893.6792,20474
21,130,14.0,4018.6584,20486
21,131,240.0,3512.0122,20617
21,132,385.0,2713.3418,20681
21,133,161.0,3520.3708,20739
21,134,294.0,4025.266,20920
21,135,219.0,3877.0776,21036
21,136,209.0,4045.9084,21197
21,137,138.0,3819.9688,21269
21,138,206.0,3427.3901,21438
21,139,263.0,3750.2888,21493
21,140,176.0,3307.7634,21704
21,141,250.0,3728.874,21831
21,142,178.0,3933.0088,22160
21,143,350.0,3671.855,22222
21,144,231.0,3009.0974,22521
21,145,359.0,3214.8943,22594
21,146,214.0,3460.5562,22864
21,147,173.0,3191.6072,22868
21,148,304.0,3768.1536,22911
21,149,358.0,3928.019,23262
21,150,245.0,3716.3955,23362
21,151,306.0,3677.1921,23463
21,152,319.0,3934.4749,23618
21,153,252.0,3587.4692,24171
21,154,355.0,4211.092,24230
21,155,42.0,3859.3562,24438
21,156,175.0,3654.8472,24538
21,157,165.0,3732.3533,24680
21,158,208.0,3273.5151,25060
21,159,156.0,3001.6274,25064
21,160,358.0,3851.8657,25165
21,161,126.0,3850.6292,25373
21,162,393.0,3545.7922,25383
21,163,36.0,4045.688,25619
21,164,347.0,3019.3022,25807
21,165,278.0,3472.2578,25932
21,166,216.0,3684.8362,26030
21,167,124.0,3531.2314,26281
21,168,165.0,2694.0085,26646
21,169,175.0,3687.1719,26938
21,170,312.0,3260.7756,27194
21,171,81.0,3178.7214,27284
21,172,311.0,3761.2793,27443
21,173,216.0,3439.9526,27735
21,175,205.0,3915.27,27764
21,174,325.0,3724.242,27764
21,176,111.0,3048.288,27802
21,177,78.0,3322.6626,27809
21,178,188.0,3312.0356,28201
21,179,360.0,3174.9988,28243
21,180,281.0,4237.1245,28280
21,181,252.0,3725.336,28466
21,182,146.0,3468.671,28468
21,183,225.0,3695.2112,28760
21,184,278.0,3692.734,28922
21,185,211.0,3471.3625,29353
21,186,295.0,2840.9238,29726
21,187,145.0,3773.54,29751
21,188,277.0,4178.7217,30235
21,189,28.0,3486.293,30591
21,190,59.0,3687.0632,30675
21,191,221.0,3659.937,30889
21,192,410.0,3622.7441,31620
21,193,165.0,3702.4978,31823
21,194,253.0,3958.661,32092
21,195,441.0,3476.5918,32116
21,196,168.0,3740.414,32281
21,197,351.0,3962.7512,32434
21,198,263.0,3682.243,33209
21,199,121.0,3866.2256,33475
21,200,119.0,3694.5933,33944
21,201,178.0,3736.3342,34265
21,202,145.0,3470.0962,34347
21,203,263.0,3894.8306,34526
21,204,228.0,3148.1821,34763
21,205,175.0,3408.79,34880
21,206,390.0,4161.417,35053
21,207,233.0,3586.931,35257
21,208,332.0,3678.931,35292
21,209,367.0,2917.4592,35506
21,210,419.0,3897.2336,35753
21,211,118.0,3726.741,35884
21,212,224.0,3441.8315,35917
21,213,191.0,3389.527,36026
21,214,256.0,3996.2666,36302
21,215,257.0,3469.534,36405
21,216,127.0,3812.6,36410
21,217,293.0,3563.5007,36425
21,218,121.0,3269.357,36429
21,219,142.0,3663.3,36515
21,220,234.0,4124.936,36580
21,221,284.0,3362.3066,37218
21,222,261.0,4243.0273,37236
21,223,242.0,3615.8438,37625
21,224,216.0,3287.1191,37672
21,225,69.0,3858.413,37736
21,226,259.0,3343.4822,38328
21,227,378.0,3345.466,38355
21,228,191.0,3591.4321,38416
21,229,52.0,3755.7195,38620
21,230,377.0,3813.4656,38679
21,231,453.0,3239.0054,38737
21,232,161.0,3527.5486,38839
21,233,12.0,4048.2026,39036
21,234,280.0,3396.3872,39354
21,235,124.0,3350.9731,39528
21,236,296.0,3110.2354,39587
21,237,156.0,3344.5198,39662
21,238,306.0,4119.5312,39750
21,239,15.0,3848.3293,39972
21,240,88.0,3632.4534,40203
21,241,394.0,3861.2954,40221
21,242,228.0,3155.169,40461
21,243,231.0,3686.2278,40789
21,244,298.0,3526.9058,41049
21,245,199.0,3420.3535,41107
21,246,317.0,4287.1187,41215
21,247,306.0,3201.9783,41290
21,248,333.0,3780.7544,42066
21,249,362.0,3483.8708,42088
21,250,203.0,4219.169,42117
21,251,232.0,3258.0305,42154
21,252,264.0,3260.189,42171
21,253,464.0,3550.9058,42497
21,254,152.0,3363.284,42581
21,255,200.0,2779.6301,42667
21,256,467.0,3665.328,42754
21,257,112.0,3454.0696,42768
21,258,248.0,3711.1692,42865
21,259,304.0,3316.1016,42903
21,260,254.0,4418.368,42928
21,261,133.0,3361.3757,43101
21,262,213.0,3892.3916,43306
21,263,178.0,3404.967,43322
21,264,385.0,3087.2798,43395
21,265,30.0,3189.8657,43477
21,266,360.0,3789.9946,43678
21,267,357.0,3649.0386,43752
21,268,303.0,3506.9194,43970
21,269,448.0,3363.52,44148
21,270,169.0,3597.3364,44170
21,271,197.0,3403.8936,44198
21,272,252.0,3562.1177,44291
21,273,199.0,3600.5127,44370
21,274,224.0,3339.9893,44617
21,275,13.0,3491.4663,45101
21,276,161.0,3865.0798,45174
21,277,235.0,3670.3032,45184
21,278,330.0,3625.0217,45384
21,279,394.0,3284.1814,45524
21,280,371.0,3364.201,45552
21,281,284.0,3159.7886,45673
21,282,144.0,3580.884,45807
21,283,235.0,4346.618,45899
21,284,193.0,4118.412,45954
21,285,209.0,3545.3398,46043
21,286,356.0,3511.231,46084
21,287,231.0,3176.8887,46914
21,288,195.0,4214.2173,46940
21,289,318.0,3720.3179,47140
21,290,283.0,3845.084,47237
21,291,48.0,4090.6643,47304
21,292,249.0,3191.9478,47593
21,293,122.0,4096.711,47619
21,294,239.0,3503.847,47649
21,295,256.0,3011.9033,47884
21,296,235.0,3378.6567,48420
21,297,365.0,4336.722,48836
21,298,360.0,3257.081,48909
21,299,270.0,3524.0693,48932
21,300,152.0,2834.6543,49089
21,301,119.0,3445.078,49302
21,302,374.0,3268.8413,49380
21,303,293.0,3478.3357,49416
21,304,207.0,4192.8965,49663
21,305,254.0,3812.5571,49714
21,306,202.0,3890.7932,49732
21,307,391.0,3583.7092,49972
21,308,265.0,3219.9805,50070
21,309,361.0,3695.8027,50102
