SimID, TxID, Size, Value, ArrivalTime
16,1,307.0,3143.1326,202
16,2,304.0,3871.5767,414
16,3,282.0,3330.3374,654
16,4,274.0,4201.293,831
16,5,15.0,3733.1675,1025
16,6,12.0,4029.9683,1044
16,7,115.0,3956.1238,1149
16,8,249.0,4143.0483,1220
16,9,327.0,3275.9097,1319
16,10,342.0,3567.7173,1345
16,11,392.0,3228.1606,1349
16,12,258.0,2864.043,1552
16,13,358.0,4275.6255,1620
16,14,281.0,2414.587,1876
16,15,91.0,4291.7876,1989
16,16,228.0,4029.5793,2080
16,17,376.0,3808.0967,2338
16,18,336.0,3259.9192,2348
16,19,105.0,2713.455,2656
16,20,200.0,3197.4707,3051
16,21,323.0,3539.4202,3197
16,22,492.0,4630.235,3240
16,23,354.0,3825.4187,3459
16,24,102.0,3524.6023,4032
16,25,282.0,3651.7654,4057
16,26,281.0,3462.8286,4311
16,27,340.0,3404.0789,4444
16,28,374.0,3544.617,4502
16,29,116.0,3761.172,4961
16,30,240.0,3150.101,5118
16,31,347.0,4343.4907,5381
16,32,116.0,2793.1743,5555
16,33,278.0,3202.8706,5772
16,34,135.0,3212.1514,5921
16,35,472.0,3776.087,5937
16,36,293.0,3981.5146,5939
16,37,282.0,3552.192,6017
16,38,263.0,3504.796,6109
16,39,340.0,3340.085,6122
16,40,149.0,4024.2136,6276
16,41,107.0,3962.7349,6465
16,42,376.0,3503.7734,6666
16,43,193.0,3684.661,7170
16,44,136.0,3753.1948,7275
16,45,417.0,3986.8015,7745
16,46,127.0,3202.3518,7794
16,47,474.0,3692.4238,8436
16,48,135.0,3142.3337,8443
16,49,254.0,3623.6782,8573
16,50,272.0,3424.181,8633
16,51,336.0,3916.4783,8708
16,52,275.0,3773.7043,8712
16,53,237.0,3702.1885,8831
16,54,183.0,3106.3313,8833
16,55,257.0,3695.5215,8851
16,56,328.0,3709.815,8938
16,57,154.0,3536.938,9013
16,58,440.0,4319.9897,9075
16,59,289.0,4284.861,9176
16,60,171.0,3533.3613,9176
16,61,244.0,3965.4197,9236
16,62,307.0,4323.352,9343
16,63,268.0,3604.6445,9405
16,64,423.0,3961.378,9747
16,65,98.0,3670.607,9995
16,66,167.0,3929.3867,10051
16,67,223.0,3505.693,10091
16,68,147.0,3827.9468,10153
16,69,213.0,3948.6277,10450
16,70,179.0,4031.171,10820
16,71,441.0,3805.4622,11240
16,72,298.0,3532.7869,11304
16,73,160.0,3667.3442,11359
16,74,93.0,3547.603,11371
16,75,168.0,3944.8093,11743
16,76,164.0,3950.0962,11749
16,77,117.0,2954.143,12111
16,78,231.0,3176.5781,12270
16,79,345.0,3566.4685,12446
16,80,92.0,2842.8577,12798
16,81,237.0,3939.792,12834
16,82,357.0,3733.253,12887
16,83,147.0,4059.5378,12977
16,84,298.0,3750.7886,13134
16,85,145.0,3800.7246,13637
16,86,270.0,3775.254,13703
16,87,60.0,3710.7327,13752
16,88,32.0,3403.4175,13926
16,89,379.0,3703.0334,14129
16,90,69.0,3434.1348,14196
16,91,453.0,4030.782,14416
16,92,154.0,3477.1853,14551
16,93,349.0,3482.3088,14551
16,94,407.0,3688.3232,14869
16,95,40.0,3728.6768,14915
16,96,395.0,4303.395,14981
16,97,259.0,3544.515,15089
16,98,159.0,2461.309,15133
16,99,284.0,3476.4487,15169
16,100,322.0,3341.5303,15454
16,101,311.0,3843.493,15499
16,102,326.0,4167.774,15727
16,103,389.0,3108.2673,15896
16,104,335.0,3002.2114,16184
16,105,363.0,3683.635,16531
16,106,213.0,3572.662,16572
16,107,222.0,3579.8066,16648
16,108,102.0,3623.1702,16919
16,109,144.0,3822.0527,16960
16,110,237.0,4225.861,16988
16,111,287.0,3487.7986,17043
16,112,248.0,3780.7705,17329
16,113,303.0,3733.6145,17374
16,114,373.0,2689.5073,17830
16,115,269.0,3738.1714,18039
16,116,350.0,4070.7551,18072
16,117,353.0,3530.3835,18135
16,118,326.0,3789.9817,18354
16,119,169.0,3244.7615,18409
16,120,233.0,3814.3494,18505
16,121,204.0,3518.3665,18526
16,122,96.0,3653.9043,18721
16,123,119.0,3194.7502,19398
16,124,297.0,3822.0034,19577
16,125,110.0,2886.973,19581
16,126,107.0,3543.0803,19921
16,127,548.0,3521.3384,20280
16,128,142.0,3209.7566,20301
16,129,330.0,2893.6792,20474
16,130,14.0,4018.6584,20486
16,131,240.0,3512.0122,20617
16,132,385.0,2713.3418,20681
16,133,161.0,3520.3708,20739
16,134,294.0,4025.266,20920
16,135,219.0,3877.0776,21036
16,136,209.0,4045.9084,21197
16,137,138.0,3819.9688,21269
16,138,206.0,3427.3901,21438
16,139,263.0,3750.2888,21493
16,140,176.0,3307.7634,21704
16,141,250.0,3728.874,21831
16,142,178.0,3933.0088,22160
16,143,350.0,3671.855,22222
16,144,231.0,3009.0974,22521
16,145,359.0,3214.8943,22594
16,146,214.0,3460.5562,22864
16,147,173.0,3191.6072,22868
16,148,304.0,3768.1536,22911
16,149,358.0,3928.019,23262
16,150,245.0,3716.3955,23362
16,151,306.0,3677.1921,23463
16,152,319.0,3934.4749,23618
16,153,252.0,3587.4692,24171
16,154,355.0,4211.092,24230
16,155,42.0,3859.3562,24438
16,156,175.0,3654.8472,24538
16,157,165.0,3732.3533,24680
16,158,208.0,3273.5151,25060
16,159,156.0,3001.6274,25064
16,160,358.0,3851.8657,25165
16,161,126.0,3850.6292,25373
16,162,393.0,3545.7922,25383
16,163,36.0,4045.688,25619
16,164,347.0,3019.3022,25807
16,165,278.0,3472.2578,25932
16,166,216.0,3684.8362,26030
16,167,124.0,3531.2314,26281
16,168,165.0,2694.0085,26646
16,169,175.0,3687.1719,26938
16,170,312.0,3260.7756,27194
16,171,81.0,3178.7214,27284
16,172,311.0,3761.2793,27443
16,173,216.0,3439.9526,27735
16,175,205.0,3915.27,27764
16,174,325.0,3724.242,27764
16,176,111.0,3048.288,27802
16,177,78.0,3322.6626,27809
16,178,188.0,3312.0356,28201
16,179,360.0,3174.9988,28243
16,180,281.0,4237.1245,28280
16,181,252.0,3725.336,28466
16,182,146.0,3468.671,28468
16,183,225.0,3695.2112,28760
16,184,278.0,3692.734,28922
16,185,211.0,3471.3625,29353
16,186,295.0,2840.9238,29726
16,187,145.0,3773.54,29751
16,188,277.0,4178.7217,30235
16,189,28.0,3486.293,30591
16,190,59.0,3687.0632,30675
16,191,221.0,3659.937,30889
16,192,410.0,3622.7441,31620
16,193,165.0,3702.4978,31823
16,194,253.0,3958.661,32092
16,195,441.0,3476.5918,32116
16,196,168.0,3740.414,32281
16,197,351.0,3962.7512,32434
16,198,263.0,3682.243,33209
16,199,121.0,3866.2256,33475
16,200,119.0,3694.5933,33944
16,201,178.0,3736.3342,34265
16,202,145.0,3470.0962,34347
16,203,263.0,3894.8306,34526
16,204,228.0,3148.1821,34763
16,205,175.0,3408.79,34880
16,206,390.0,4161.417,35053
16,207,233.0,3586.931,35257
16,208,332.0,3678.931,35292
16,209,367.0,2917.4592,35506
16,210,419.0,3897.2336,35753
16,211,118.0,3726.741,35884
16,212,224.0,3441.8315,35917
16,213,191.0,3389.527,36026
16,214,256.0,3996.2666,36302
16,215,257.0,3469.534,36405
16,216,127.0,3812.6,36410
16,217,293.0,3563.5007,36425
16,218,121.0,3269.357,36429
16,219,142.0,3663.3,36515
16,220,234.0,4124.936,36580
16,221,284.0,3362.3066,37218
16,222,261.0,4243.0273,37236
16,223,242.0,3615.8438,37625
16,224,216.0,3287.1191,37672
16,225,69.0,3858.413,37736
16,226,259.0,3343.4822,38328
16,227,378.0,3345.466,38355
16,228,191.0,3591.4321,38416
16,229,52.0,3755.7195,38620
16,230,377.0,3813.4656,38679
16,231,453.0,3239.0054,38737
16,232,161.0,3527.5486,38839
16,233,12.0,4048.2026,39036
16,234,280.0,3396.3872,39354
16,235,124.0,3350.9731,39528
16,236,296.0,3110.2354,39587
16,237,156.0,3344.5198,39662
16,238,306.0,4119.5312,39750
16,239,15.0,3848.3293,39972
16,240,88.0,3632.4534,40203
16,241,394.0,3861.2954,40221
16,242,228.0,3155.169,40461
16,243,231.0,3686.2278,40789
16,244,298.0,3526.9058,41049
16,245,199.0,3420.3535,41107
16,246,317.0,4287.1187,41215
16,247,306.0,3201.9783,41290
16,248,333.0,3780.7544,42066
16,249,362.0,3483.8708,42088
16,250,203.0,4219.169,42117
16,251,232.0,3258.0305,42154
16,252,264.0,3260.189,42171
16,253,464.0,3550.9058,42497
16,254,152.0,3363.284,42581
16,255,200.0,2779.6301,42667
16,256,467.0,3665.328,42754
16,257,112.0,3454.0696,42768
16,258,248.0,3711.1692,42865
16,259,304.0,3316.1016,42903
16,260,254.0,4418.368,42928
16,261,133.0,3361.3757,43101
16,262,213.0,3892.3916,43306
16,263,178.0,3404.967,43322
16,264,385.0,3087.2798,43395
16,265,30.0,3189.8657,43477
16,266,360.0,3789.9946,43678
16,267,357.0,3649.0386,43752
16,268,303.0,3506.9194,43970
16,269,448.0,3363.52,44148
16,270,169.0,3597.3364,44170
16,271,197.0,3403.8936,44198
16,272,252.0,3562.1177,44291
16,273,199.0,3600.5127,44370
16,274,224.0,3339.9893,44617
16,275,13.0,3491.4663,45101
16,276,161.0,3865.0798,45174
16,277,235.0,3670.3032,45184
16,278,330.0,3625.0217,45384
16,279,394.0,3284.1814,45524
16,280,371.0,3364.201,45552
16,281,284.0,3159.7886,45673
16,282,144.0,3580.884,45807
16,283,235.0,4346.618,45899
16,284,193.0,4118.412,45954
16,285,209.0,3545.3398,46043
16,286,356.0,3511.231,46084
16,287,231.0,3176.8887,46914
16,288,195.0,4214.2173,46940
16,289,318.0,3720.3179,47140
16,290,283.0,3845.084,47237
16,291,48.0,4090.6643,47304
16,292,249.0,3191.9478,47593
16,293,122.0,4096.711,47619
16,294,239.0,3503.847,47649
16,295,256.0,3011.9033,47884
16,296,235.0,3378.6567,48420
16,297,365.0,4336.722,48836
16,298,360.0,3257.081,48909
16,299,270.0,3524.0693,48932
16,300,152.0,2834.6543,49089
16,301,256.0,3217.273,49302
16,302,52.0,3958.386,49450
16,303,261.0,3961.2427,49698
16,304,152.0,3743.2644,50430
16,305,85.0,3723.1824,50452
16,306,303.0,3201.5015,50572
16,307,99.0,3002.204,50602
16,308,181.0,3621.1882,50904
16,309,179.0,3017.9646,51015
16,310,339.0,3550.985,51184
16,311,293.0,3856.4417,51348
16,312,259.0,3420.6133,51402
16,313,281.0,3306.9592,51437
16,314,214.0,3689.6538,51527
16,315,77.0,3749.2905,51657
16,316,328.0,3838.5173,51904
16,317,341.0,4219.5586,51970
16,318,124.0,3528.6687,51985
16,319,85.0,2827.426,52201
16,320,423.0,4239.1675,52244
16,321,416.0,3551.2837,52265
16,322,239.0,3215.9688,52375
16,323,305.0,3117.5972,52479
16,324,98.0,3861.7263,52808
16,325,144.0,3322.9106,52886
16,326,234.0,2939.5352,52988
