SimID, TxID, Size, Value, ArrivalTime
11,1,307.0,3143.1326,202
11,2,304.0,3871.5767,414
11,3,282.0,3330.3374,654
11,4,274.0,4201.293,831
11,5,15.0,3733.1675,1025
11,6,12.0,4029.9683,1044
11,7,115.0,3956.1238,1149
11,8,249.0,4143.0483,1220
11,9,327.0,3275.9097,1319
11,10,342.0,3567.7173,1345
11,11,392.0,3228.1606,1349
11,12,258.0,2864.043,1552
11,13,358.0,4275.6255,1620
11,14,281.0,2414.587,1876
11,15,91.0,4291.7876,1989
11,16,228.0,4029.5793,2080
11,17,376.0,3808.0967,2338
11,18,336.0,3259.9192,2348
11,19,105.0,2713.455,2656
11,20,200.0,3197.4707,3051
11,21,323.0,3539.4202,3197
11,22,492.0,4630.235,3240
11,23,354.0,3825.4187,3459
11,24,102.0,3524.6023,4032
11,25,282.0,3651.7654,4057
11,26,281.0,3462.8286,4311
11,27,340.0,3404.0789,4444
11,28,374.0,3544.617,4502
11,29,116.0,3761.172,4961
11,30,240.0,3150.101,5118
11,31,347.0,4343.4907,5381
11,32,116.0,2793.1743,5555
11,33,278.0,3202.8706,5772
11,34,135.0,3212.1514,5921
11,35,472.0,3776.087,5937
11,36,293.0,3981.5146,5939
11,37,282.0,3552.192,6017
11,38,263.0,3504.796,6109
11,39,340.0,3340.085,6122
11,40,149.0,4024.2136,6276
11,41,107.0,3962.7349,6465
11,42,376.0,3503.7734,6666
11,43,193.0,3684.661,7170
11,44,136.0,3753.1948,7275
11,45,417.0,3986.8015,7745
11,46,127.0,3202.3518,7794
11,47,474.0,3692.4238,8436
11,48,135.0,3142.3337,8443
11,49,254.0,3623.6782,8573
11,50,272.0,3424.181,8633
11,51,336.0,3916.4783,8708
11,52,275.0,3773.7043,8712
11,53,237.0,3702.1885,8831
11,54,183.0,3106.3313,8833
11,55,257.0,3695.5215,8851
11,56,328.0,3709.815,8938
11,57,154.0,3536.938,9013
11,58,440.0,4319.9897,9075
11,59,289.0,4284.861,9176
11,60,171.0,3533.3613,9176
11,61,244.0,3965.4197,9236
11,62,307.0,4323.352,9343
11,63,268.0,3604.6445,9405
11,64,423.0,3961.378,9747
11,65,98.0,3670.607,9995
11,66,167.0,3929.3867,10051
11,67,223.0,3505.693,10091
11,68,147.0,3827.9468,10153
11,69,213.0,3948.6277,10450
11,70,179.0,4031.171,10820
11,71,441.0,3805.4622,11240
11,72,298.0,3532.7869,11304
11,73,160.0,3667.3442,11359
11,74,93.0,3547.603,11371
11,75,168.0,3944.8093,11743
11,76,164.0,3950.0962,11749
11,77,117.0,2954.143,12111
11,78,231.0,3176.5781,12270
11,79,345.0,3566.4685,12446
11,80,92.0,2842.8577,12798
11,81,237.0,3939.792,12834
11,82,357.0,3733.253,12887
11,83,147.0,4059.5378,12977
11,84,298.0,3750.7886,13134
11,85,145.0,3800.7246,13637
11,86,270.0,3775.254,13703
11,87,60.0,3710.7327,13752
11,88,32.0,3403.4175,13926
11,89,379.0,3703.0334,14129
